;地图编号	X坐标	Y坐标	怪物名	范围	数量	间隔(分钟)	集中率(0-100)	名字颜色	是否为内功怪物(0,1)	国家ID	怪物能否攻击同国家的人	不同国家的怪物能否相互攻击	怪物能否被同国家的人来攻击			
D612	62	197	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	62	197	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	62	197	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	62	197	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	62	197	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	62	197	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	50	224	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	50	224	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	50	224	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	50	224	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	50	224	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	50	224	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	40	265	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	40	265	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	40	265	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	40	265	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	40	265	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	40	265	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	78	256	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	78	256	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	78	256	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	78	256	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	78	256	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	78	256	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	145	263	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	145	263	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	145	263	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	145	263	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	145	263	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	145	263	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	106	212	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	106	212	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	106	212	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	106	212	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	106	212	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	106	212	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	79	90	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	79	90	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	79	90	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	79	90	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	79	90	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	79	90	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	187	192	蜈蚣	30	3	12	0	246	0	0	0	0	0			
D612	187	192	黑色恶蛆	30	3	12	0	246	0	0	0	0	0			
D612	187	192	跳跳蜂	30	3	12	0	246	0	0	0	0	0			
D612	187	192	巨型蠕虫	30	3	12	0	246	0	0	0	0	0			
D612	187	192	钳虫	30	3	12	0	246	0	0	0	0	0			
D612	187	192	邪恶钳虫2	30	1	30	0	249	0	0	0	0	0			
D612	211	142	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	211	142	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	211	142	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	211	142	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	211	142	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	211	142	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	226	262	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	226	262	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	226	262	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	226	262	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	226	262	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	226	262	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	258	236	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	258	236	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	258	236	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	258	236	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	258	236	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	258	236	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	256	151	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	256	151	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	256	151	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	256	151	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	256	151	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	271	108	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	271	108	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	271	108	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	271	108	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	271	108	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	271	108	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	162	90	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	162	90	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	162	90	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	162	90	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	162	90	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	162	90	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	244	94	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	244	94	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	244	94	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	244	94	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	244	94	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	244	94	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	244	53	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	244	53	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	244	53	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	244	53	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	244	53	钳虫	20	3	12	0	246	0	0	0	0	0			
D612	244	53	邪恶钳虫2	20	1	30	0	249	0	0	0	0	0			
D612	200	60	蜈蚣	20	3	12	0	246	0	0	0	0	0			
D612	200	60	黑色恶蛆	20	3	12	0	246	0	0	0	0	0			
D612	200	60	跳跳蜂	20	3	12	0	246	0	0	0	0	0			
D612	200	60	巨型蠕虫	20	3	12	0	246	0	0	0	0	0			
D612	200	60	钳虫	20	3	12	0	246	0	0	0	0	0			
																
;生死之间																
D613	50	50	蜈蚣	70	20	60	0	246	0	0	0	0	0			
D613	50	50	跳跳蜂	70	20	60	0	246	0	0	0	0	0			
D613	50	50	巨型蠕虫	70	20	60	0	246	0	0	0	0	0			
D613	50	50	钳虫	50	20	60	0	246	0	0	0	0	0			
D613	50	50	蜈蚣0	70	2	60	0	246	0	0	0	0	0			
D613	50	50	黑色恶蛆0	70	2	60	0	246	0	0	0	0	0			
D613	50	50	跳跳蜂0	70	2	60	0	246	0	0	0	0	0			
D613	50	50	巨型蠕虫0	70	2	60	0	246	0	0	0	0	0			
D613	50	50	钳虫0	70	2	60	0	246	0	0	0	0	0			
D613	50	50	邪恶钳虫	70	2	60	0	249	0	0	0	0	0			
D613	50	50	邪恶钳虫2	20	5	30	0	249	0	0	0	0	0			
																
D613	18	56	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	19	17	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	28	62	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	41	23	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	44	59	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	52	33	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	53	76	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	64	47	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	77	74	钳虫	20	8	15	0	246	0	0	0	0	0			
D613	79	54	钳虫	20	8	15	0	246	0	0	0	0	0			
																
;传奇部落																
D614	50	50	蜈蚣	70	15	60	0	246	0	0	0	0	0			
D614	50	50	跳跳蜂	70	15	60	0	246	0	0	0	0	0			
D614	50	50	巨型蠕虫	70	15	60	0	246	0	0	0	0	0			
D614	50	50	钳虫	70	15	60	0	246	0	0	0	0	0			
D614	50	50	黑色恶蛆0	70	2	60	0	246	0	0	0	0	0			
D614	50	50	蜈蚣0	70	2	60	0	246	0	0	0	0	0			
D614	50	50	跳跳蜂0	70	2	60	0	246	0	0	0	0	0			
D614	50	50	巨型蠕虫0	70	2	60	0	246	0	0	0	0	0			
D614	50	50	钳虫0	70	2	60	0	246	0	0	0	0	0			
D614	50	50	邪恶钳虫	70	2	60	0	249	0	0	0	0	0			
D614	20	84	邪恶钳虫2	20	5	30	0	249	0	0	0	0	0			
																
D614	18	29	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	23	82	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	27	62	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	42	22	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	53	71	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	60	20	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	60	48	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	67	79	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	77	32	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
D614	87	24	黑色恶蛆	20	8	15	0	246	0	0	0	0	0			
																
;邪恶势力																
D615	50	50	蜈蚣	70	15	60	0	246	0	0	0	0	0			
D615	50	50	黑色恶蛆	70	15	60	0	246	0	0	0	0	0			
D615	50	50	跳跳蜂	70	15	60	0	246	0	0	0	0	0			
D615	50	50	钳虫	70	15	60	0	246	0	0	0	0	0			
D615	50	50	黑色恶蛆0	70	2	60	0	246	0	0	0	0	0			
D615	50	50	蜈蚣0	70	2	60	0	246	0	0	0	0	0			
D615	50	50	跳跳蜂0	70	2	60	0	246	0	0	0	0	0			
D615	50	50	巨型蠕虫0	70	2	60	0	246	0	0	0	0	0			
D615	50	50	钳虫0	70	2	60	0	246	0	0	0	0	0			
D615	50	50	邪恶钳虫	70	2	60	0	249	0	0	0	0	0			
D615	50	50	邪恶钳虫2	70	5	30	0	249	0	0	0	0	0			
																
D615	17	81	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	16	61	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	20	25	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	48	15	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	79	30	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	82	52	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	82	80	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	40	80	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
D615	52	55	巨型蠕虫	20	8	15	0	246	0	0	0	0	0			
																
;幽明圣域																
D616	50	50	蜈蚣	70	15	60	0	246	0	0	0	0	0			
D616	50	50	黑色恶蛆	70	15	60	0	246	0	0	0	0	0			
D616	50	50	巨型蠕虫	70	15	60	0	246	0	0	0	0	0			
D616	50	50	钳虫	70	15	60	0	246	0	0	0	0	0			
D616	50	50	蜈蚣0	70	2	60	0	246	0	0	0	0	0			
D616	50	50	跳跳蜂0	70	2	60	0	246	0	0	0	0	0			
D616	50	50	巨型蠕虫0	70	2	60	0	246	0	0	0	0	0			
D616	50	50	钳虫0	70	2	60	0	246	0	0	0	0	0			
D616	50	50	黑色恶蛆0	70	2	60	0	246	0	0	0	0	0			
D616	50	50	邪恶钳虫	70	2	60	0	249	0	0	0	0	0			
D616	50	50	邪恶钳虫2	70	5	30	0	249	0	0	0	0	0			
																
D616	11	71	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	20	21	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	23	38	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	25	62	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	59	27	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	62	66	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	73	44	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	77	85	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	82	21	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
D616	83	55	跳跳蜂	20	8	15	0	246	0	0	0	0	0			
																
;恐怖空间																
D617	50	50	黑色恶蛆	70	15	60	0	246	0	0	0	0	0			
D617	50	50	跳跳蜂	70	15	60	0	246	0	0	0	0	0			
D617	50	50	巨型蠕虫	70	15	60	0	246	0	0	0	0	0			
D617	50	50	钳虫	70	15	60	0	246	0	0	0	0	0			
D617	50	50	黑色恶蛆0	70	2	60	0	246	0	0	0	0	0			
D617	50	50	蜈蚣0	70	2	60	0	246	0	0	0	0	0			
D617	50	50	跳跳蜂0	70	2	60	0	246	0	0	0	0	0			
D617	50	50	巨型蠕虫0	70	2	60	0	246	0	0	0	0	0			
D617	50	50	钳虫0	70	2	60	0	246	0	0	0	0	0			
D617	50	50	邪恶钳虫	70	2	60	0	249	0	0	0	0	0			
D617	50	50	邪恶钳虫2	70	5	30	0	249	0	0	0	0	0			
																
D617	28	35	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	20	66	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	45	81	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	51	45	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	69	84	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	69	61	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	80	17	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	82	21	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	83	42	蜈蚣	20	8	15	0	246	0	0	0	0	0			
D617	87	72	蜈蚣	20	8	15	0	246	0	0	0	0	0			
																
;一线天																
D618	100	100	蜈蚣	100	45	60	0	246	0	0	0	0	0			
D618	100	100	黑色恶蛆	100	45	60	0	246	0	0	0	0	0			
D618	100	100	跳跳蜂	100	45	60	0	246	0	0	0	0	0			
D618	100	100	巨型蠕虫	100	45	60	0	246	0	0	0	0	0			
D618	100	100	钳虫	100	45	60	0	246	0	0	0	0	0			
D618	100	100	蜈蚣0	70	2	60	0	246	0	0	0	0	0			
D618	100	100	黑色恶蛆0	70	2	60	0	246	0	0	0	0	0			
D618	100	100	跳跳蜂0	70	2	60	0	246	0	0	0	0	0			
D618	100	100	巨型蠕虫0	70	2	60	0	246	0	0	0	0	0			
D618	100	100	钳虫0	70	2	60	0	246	0	0	0	0	0			
D618	100	100	邪恶钳虫	100	2	60	0	249	0	0	0	0	0			
																
D618	52	162	蜈蚣	30	4	12	0	246	0	0	0	0	0			
D618	52	162	黑色恶蛆	30	4	12	0	246	0	0	0	0	0			
D618	52	162	跳跳蜂	30	4	12	0	246	0	0	0	0	0			
D618	52	162	巨型蠕虫	30	4	12	0	246	0	0	0	0	0			
D618	52	162	钳虫	30	4	12	0	246	0	0	0	0	0			
D618	52	162	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	162	165	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	162	165	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	162	165	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	162	165	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	162	165	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	162	165	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	128	132	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	128	132	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	128	132	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	128	132	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	128	132	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	128	132	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	126	98	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	126	98	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	126	98	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	126	98	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	126	98	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	126	98	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	164	87	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	164	87	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	164	87	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	164	87	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	164	87	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	164	87	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	161	45	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	161	45	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	161	45	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	161	45	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	161	45	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	161	45	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	128	15	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	128	15	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	128	15	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	128	15	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	128	15	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	110	68	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	110	68	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	110	68	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	110	68	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	110	68	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	64	125	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	64	125	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	64	125	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	64	125	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	64	125	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	82	95	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	82	95	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	82	95	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	82	95	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	82	95	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	58	60	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	58	60	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	58	60	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	58	60	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	58	60	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	75	23	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	75	23	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	75	23	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	75	23	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	75	23	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	75	23	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	24	83	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	24	83	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	24	83	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	24	83	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	24	83	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	24	83	邪恶钳虫2	100	1	30	0	249	0	0	0	0	0			
D618	23	24	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	23	24	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	23	24	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	23	24	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	23	24	钳虫	20	4	12	0	246	0	0	0	0	0			
D618	44	45	蜈蚣	20	4	12	0	246	0	0	0	0	0			
D618	44	45	黑色恶蛆	20	4	12	0	246	0	0	0	0	0			
D618	44	45	跳跳蜂	20	4	12	0	246	0	0	0	0	0			
D618	44	45	巨型蠕虫	20	4	12	0	246	0	0	0	0	0			
D618	44	45	钳虫	20	4	12	0	246	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;石墓																
;石墓一层																
D711	200	200	楔蛾	60	30	60	0	246	0	0	0	0	0			
D711	200	200	黑色恶蛆	60	30	60	0	246	0	0	0	0	0			
D711	200	200	红野猪	60	30	60	0	246	0	0	0	0	0			
D711	200	200	黑野猪	60	30	60	0	246	0	0	0	0	0			
D711	200	200	楔蛾	120	40	60	0	246	0	0	0	0	0			
D711	200	200	黑色恶蛆	120	40	60	0	246	0	0	0	0	0			
D711	200	200	红野猪	120	40	60	0	246	0	0	0	0	0			
D711	200	200	黑野猪	120	40	60	0	246	0	0	0	0	0			
D711	200	200	楔蛾	200	60	60	0	246	0	0	0	0	0			
D711	200	200	黑色恶蛆	200	60	60	0	246	0	0	0	0	0			
D711	200	200	红野猪	200	60	60	0	246	0	0	0	0	0			
D711	200	200	黑野猪	200	60	60	0	246	0	0	0	0	0			
D711	200	200	黑色恶蛆0	200	2	60	0	246	0	0	0	0	0			
D711	200	200	红野猪0	200	2	60	0	246	0	0	0	0	0			
D711	200	200	黑野猪0	200	2	60	0	246	0	0	0	0	0			
																
D711	305	195	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	305	195	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	305	195	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	305	195	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	250	247	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	250	247	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	250	247	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	250	247	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	240	353	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	240	353	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	240	353	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	240	353	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	115	258	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	115	258	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	115	258	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	115	258	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	57	160	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	57	160	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	57	160	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	57	160	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	150	150	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	150	150	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	150	150	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	150	150	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	207	98	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	207	98	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	207	98	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	207	98	黑野猪	20	7	15	0	246	0	0	0	0	0			
D711	106	106	楔蛾	20	7	15	0	246	0	0	0	0	0			
D711	106	106	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D711	106	106	红野猪	20	7	15	0	246	0	0	0	0	0			
D711	106	106	黑野猪	20	7	15	0	246	0	0	0	0	0			
																
;石墓二层																
D712	200	200	楔蛾	60	30	60	0	246	0	0	0	0	0			
D712	200	200	黑色恶蛆	60	30	60	0	246	0	0	0	0	0			
D712	200	200	红野猪	60	30	60	0	246	0	0	0	0	0			
D712	200	200	黑野猪	60	30	60	0	246	0	0	0	0	0			
D712	200	200	楔蛾	120	40	60	0	246	0	0	0	0	0			
D712	200	200	黑色恶蛆	120	40	60	0	246	0	0	0	0	0			
D712	200	200	红野猪	120	40	60	0	246	0	0	0	0	0			
D712	200	200	黑野猪	120	40	60	0	246	0	0	0	0	0			
D712	200	200	楔蛾	200	60	60	0	246	0	0	0	0	0			
D712	200	200	黑色恶蛆	200	60	60	0	246	0	0	0	0	0			
D712	200	200	红野猪	200	60	60	0	246	0	0	0	0	0			
D712	200	200	黑野猪	200	60	60	0	246	0	0	0	0	0			
D712	200	200	黑色恶蛆0	200	2	60	0	246	0	0	0	0	0			
D712	200	200	红野猪0	200	2	60	0	246	0	0	0	0	0			
D712	200	200	黑野猪0	200	2	60	0	246	0	0	0	0	0			
																
D712	240	353	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	240	353	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D712	240	353	红野猪	20	7	15	0	246	0	0	0	0	0			
D712	240	353	黑野猪	20	7	15	0	246	0	0	0	0	0			
D712	284	109	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	284	109	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D712	284	109	红野猪	20	7	15	0	246	0	0	0	0	0			
D712	284	109	黑野猪	20	7	15	0	246	0	0	0	0	0			
D712	306	195	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	306	195	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D712	306	195	红野猪	20	7	15	0	246	0	0	0	0	0			
D712	306	195	黑野猪	20	7	15	0	246	0	0	0	0	0			
D712	252	248	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	252	248	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D712	252	248	红野猪	20	7	15	0	246	0	0	0	0	0			
D712	252	248	黑野猪	20	7	15	0	246	0	0	0	0	0			
D712	116	253	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	116	253	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D712	116	253	红野猪	20	7	15	0	246	0	0	0	0	0			
D712	116	253	黑野猪	20	7	15	0	246	0	0	0	0	0			
D712	148	148	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	148	148	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
D712	148	148	红野猪	20	7	15	0	246	0	0	0	0	0			
D712	148	148	黑野猪	20	7	15	0	246	0	0	0	0	0			
D712	205	98	楔蛾	20	7	15	0	246	0	0	0	0	0			
D712	205	98	黑色恶蛆	20	7	15	0	246	0	0	0	0	0			
